0, 0, 0
0, 0, 0
0, 0, 0
0, 0, 0
0, 0, 0
0, 0, 0
0, 117, 0
0, 117, 0
0, 117, 0
0, 117, 0
0, 117, 0
0, 117, 0
0, 117, 0
0, 117, 0
0, 117, 0
0, 117, 0
0, 117, 0
0, 117, 0
0, 117, 0
0, 117, 0
0, 117, 0
0, 117, 0
0, 117, 0
0, 117, 0
0, 117, 0
0, 117, 0
0, 117, 0
0, 117, 0
0, 117, 0
0, 117, 0
0, 117, 0
0, 117, 0
0, 117, 0
0, 117, 0
0, 117, 0
0, 117, 0
0, 117, 0
0, 117, 0
0, 117, 0
0, 117, 0
0, 117, 0
0, 117, 0
0, 117, 0
0, 117, 0
0, 117, 0
0, 117, 0
0, 117, 0
0, 117, 0
0, 117, 0
0, 117, 0
0, 117, 0
0, 117, 0
0, 117, 0
0, 117, 0
0, 117, 0
0, 117, 0
0, 117, 0
0, 117, 0
0, 117, 0
0, 117, 0
0, 117, 0
0, 117, 0
0, 117, 0
0, 117, 0
0, 117, 0
0, 117, 0
0, 117, 0
0, 117, 0
0, 117, 0
0, 117, 0
0, 117, 0
0, 117, 0
0, 117, 0
0, 117, 0
0, 117, 0
0, 117, 0
0, 117, 0
0, 117, 0
0, 117, 0
0, 117, 0
0, 117, 0
0, 117, 0
0, 117, 0
0, 117, 0
0, 117, 0
0, 117, 0
0, 117, 0
0, 119, 17
0, 120, 16
0, 119, 34
0, 126, 50
0, 115, 68
0, 121, 65
0, 115, 68
0, 119, 70
0, 119, 69
0, 93, 68
0, 122, 69
0, 0, 0
0, 0, 0
