0, 0, 0
0, 0, 0
0, 0, 0
0, 0, 0
0, 0, 0
0, 0, 0
0, 129, 0
0, 129, 0
0, 129, 0
0, 129, 0
0, 129, 0
0, 129, 0
0, 129, 0
0, 129, 0
0, 129, 0
0, 129, 0
0, 129, 0
0, 129, 0
0, 129, 0
0, 129, 0
0, 129, 0
0, 129, 0
0, 129, 0
0, 129, 0
0, 129, 0
0, 129, 0
0, 129, 0
0, 129, 0
0, 129, 0
0, 129, 0
0, 129, 0
0, 129, 0
0, 129, 0
0, 129, 0
0, 129, 0
0, 129, 0
0, 129, 0
0, 129, 0
0, 129, 0
0, 129, 0
0, 129, 0
0, 129, 0
0, 129, 0
0, 129, 0
0, 129, 0
0, 129, 0
0, 129, 0
0, 129, 0
0, 129, 0
0, 129, 0
0, 129, 0
0, 129, 0
0, 129, 0
0, 129, 0
0, 129, 0
0, 129, 0
0, 129, 0
0, 129, 0
0, 129, 0
0, 129, 0
0, 129, 0
0, 129, 0
0, 129, 0
0, 129, 0
0, 129, 0
0, 129, 0
0, 129, 0
0, 129, 0
0, 129, 0
0, 129, 0
0, 129, 0
0, 129, 0
0, 129, 0
0, 129, 0
0, 129, 0
0, 129, 0
0, 129, 0
0, 129, 0
0, 129, 0
0, 129, 0
0, 129, 0
0, 129, 0
0, 129, 0
0, 129, 0
0, 129, 0
0, 129, 0
0, 129, 0
0, 129, 0
0, 89, 17
0, 65, 35
0, 91, 48
0, 89, 70
0, 101, 80
0, 104, 82
0, 109, 83
0, 119, 86
0, 158, 87
0, 198, 88
0, 0, 0
0, 300, 100
